method,case_id,category,fake_record_name,seed_value,draw_count,modulo_n,input_byte_length,compiler,operation_label,expected_observation,actual_observation,expected_outcome,actual_outcome,c_harness_matched,randmax_matched,sequence_matched,reset_matched,modulo_bias_matched,rand_r_matched,strtol_matched,return_value_matched,errno_matched,compiler_matched,newlib_not_tested,portability_not_tested,security_not_tested,thread_safety_not_tested,naive_should_fail,output_char_length,output_byte_length,elapsed_time,failure_reason
c_harness_compile_checker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
rand_srand_policy_observer,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
hidden_state_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
modulo_bias_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
rand_r_policy_observer,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
seed_parsing_policy_observer,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
embedded_newlib_scope_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
crypto_security_scope_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
thread_reentrancy_scope_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
portability_scope_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
toy_project_prng_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
copy_size_timing_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
naive_rand_modulo_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,fail,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,44,44,0.007618939969688654,cross-libc sequence not tested
external_rng_truth_not_tested_marker,c11_cross_libc_not_tested,cross_libc_not_tested,fake_entropy_label,1,0,,,zig cc,cross_libc_not_tested,,case=c11_cross_libc_not_tested ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,44,44,0.007618939969688654,
preserve_original_case_baseline,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
compiler_discovery_checker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
c_harness_compile_checker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
rand_srand_policy_observer,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
hidden_state_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
modulo_bias_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
rand_r_policy_observer,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
seed_parsing_policy_observer,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
embedded_newlib_scope_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
crypto_security_scope_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
thread_reentrancy_scope_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
portability_scope_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
toy_project_prng_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
copy_size_timing_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
naive_rand_modulo_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
external_rng_truth_not_tested_marker,c12_newlib_malloc_not_reproduced,newlib_malloc_not_reproduced,fictional_device,,0,,,zig cc,newlib_malloc_not_reproduced,,case=c12_newlib_malloc_not_reproduced ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,51,51,0.007672073086723685,
preserve_original_case_baseline,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
compiler_discovery_checker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
c_harness_compile_checker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
rand_srand_policy_observer,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
hidden_state_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
modulo_bias_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
rand_r_policy_observer,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
seed_parsing_policy_observer,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
embedded_newlib_scope_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
crypto_security_scope_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
thread_reentrancy_scope_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
portability_scope_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
toy_project_prng_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
copy_size_timing_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
naive_rand_modulo_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
external_rng_truth_not_tested_marker,c13_malloc_linkage_not_proven,malloc_linkage_not_proven,fictional_device,,0,,,zig cc,malloc_linkage_not_proven,,case=c13_malloc_linkage_not_proven ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,48,48,0.00744243897497654,
preserve_original_case_baseline,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
compiler_discovery_checker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
c_harness_compile_checker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
rand_srand_policy_observer,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
hidden_state_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
modulo_bias_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
rand_r_policy_observer,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
seed_parsing_policy_observer,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
embedded_newlib_scope_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
crypto_security_scope_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
thread_reentrancy_scope_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
portability_scope_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
toy_project_prng_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
copy_size_timing_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
naive_rand_modulo_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
external_rng_truth_not_tested_marker,c14_embedded_static_alloc,embedded_static_allocation_marker,fictional_device,,0,,,zig cc,embedded_static_allocation_marker,,case=c14_embedded_static_alloc ok=1 marker=1,not_applicable,not_applicable,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,44,44,0.007347253849729896,
preserve_original_case_baseline,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
compiler_discovery_checker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
c_harness_compile_checker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
rand_srand_policy_observer,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
hidden_state_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
modulo_bias_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
rand_r_policy_observer,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
seed_parsing_policy_observer,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
embedded_newlib_scope_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
crypto_security_scope_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
thread_reentrancy_scope_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
portability_scope_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
toy_project_prng_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
copy_size_timing_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
naive_rand_modulo_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
external_rng_truth_not_tested_marker,c15_linker_audit_not_performed,linker_audit_not_performed,fictional_device,,0,,,zig cc,linker_audit_not_performed,,case=c15_linker_audit_not_performed ok=1 marker=1,not_tested,not_tested,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,49,49,0.007396814879029989,
preserve_original_case_baseline,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
compiler_discovery_checker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
c_harness_compile_checker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
rand_srand_policy_observer,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
hidden_state_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
modulo_bias_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
rand_r_policy_observer,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
seed_parsing_policy_observer,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
embedded_newlib_scope_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
crypto_security_scope_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
thread_reentrancy_scope_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
portability_scope_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
toy_project_prng_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
copy_size_timing_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,success,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,38,38,0.007506605936214328,
naive_rand_modulo_marker,c16_rand_not_crypto,rand_not_crypto,fake_rng_case,,0,,,zig cc,rand_not_crypto,,case=c16_rand_not_crypto ok=1 marker=1,success,fail,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,38,38,0.007506605936214328,rand is not a CSPRNG
